Gender,Married,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Male,Yes,Graduate,No,5849,403,1.51,360,1,Urban,1
Male,Yes,Graduate,No,7241,0,1.39,360,1,Urban,0
Male,Yes,Not Graduate,No,5148,722,1.24,360,0,Rural,0
Male,Yes,Graduate,Yes,6501,0,1.47,360,0,Semiurban,0
Female,No,Graduate,Yes,3172,1364,1.11,300,0,Semiurban,1
Male,Yes,Not Graduate,No,1809,1107,1.37,300,1,Rural,1
Female,No,Graduate,No,2203,3594,0.78,360,0,Semiurban,0
Male,Yes,Not Graduate,No,2607,0,1.08,180,0,Rural,1
Male,Yes,Not Graduate,No,2352,0,1.17,180,1,Rural,1
Female,No,Graduate,No,1000,1960,1.08,300,0,Urban,0
Female,Yes,Not Graduate,Yes,4353,3976,1.24,300,1,Rural,1
Male,Yes,Graduate,No,5649,0,1.67,180,1,Urban,1
Female,No,Graduate,No,2481,2076,1.18,360,0,Semiurban,1
Female,No,Graduate,No,1345,441,1.04,180,0,Urban,1
Male,Yes,Graduate,No,6708,561,1.63,360,1,Urban,0
Female,No,Graduate,No,1161,2575,1.02,360,1,Urban,1
Male,Yes,Not Graduate,No,3332,0,1.51,180,0,Rural,1
Male,Yes,Graduate,No,5756,711,1.7,180,0,Urban,0
Male,Yes,Not Graduate,No,3938,59,1.22,300,1,Rural,1
Male,Yes,Not Graduate,No,4103,0,1.25,360,1,Rural,1
Female,No,Graduate,No,2247,1462,1.15,180,1,Semiurban,0
Female,No,Graduate,Yes,2363,1220,0.98,360,1,Semiurban,1
Male,Yes,Graduate,No,6916,0,1.69,360,1,Urban,1
Male,Yes,Graduate,No,6858,1546,1.94,300,1,Urban,0
Female,No,Graduate,Yes,1801,2001,0.93,180,0,Semiurban,0
Female,Yes,Not Graduate,Yes,1575,3739,0.65,360,0,Rural,0
Male,Yes,Graduate,No,5295,1838,1.59,300,1,Urban,0
Male,Yes,Graduate,No,5351,0,1.35,300,1,Urban,1
Male,No,Graduate,No,1701,3081,0.76,360,1,Semiurban,1
Male,Yes,Graduate,No,4226,198,1.79,180,0,Urban,1
Male,Yes,Graduate,Yes,4983,0,1.28,360,0,Semiurban,0
Female,No,Graduate,No,3432,1076,1.2,180,0,Semiurban,1
Male,Yes,Not Graduate,No,2650,0,1.01,180,0,Rural,1
Female,No,Graduate,No,2589,947,0.63,360,0,Urban,1
Male,Yes,Graduate,No,3446,366,1.09,180,0,Urban,0
Female,No,Graduate,No,3170,0,0.92,300,0,Semiurban,1
Female,No,Graduate,No,3379,1929,1.29,360,1,Semiurban,0
Female,No,Graduate,No,2741,919,1.2,360,0,Urban,0
Female,No,Graduate,No,1000,490,0.89,360,1,Urban,0
Female,No,Graduate,No,1000,1423,0.86,300,1,Urban,1
Male,Yes,Graduate,No,4617,154,1.42,180,1,Urban,0
Male,Yes,Graduate,Yes,5136,0,1.55,180,1,Semiurban,1
Female,Yes,Not Graduate,Yes,1543,1475,1.04,360,1,Rural,0
Male,Yes,Graduate,Yes,6249,0,1.41,300,1,Semiurban,0
Male,Yes,Not Graduate,No,3628,681,1.23,180,0,Rural,1
Male,Yes,Graduate,No,4499,0,1.88,360,1,Urban,0
Female,No,Graduate,No,1531,1573,0.7,180,1,Semiurban,1
Male,Yes,Graduate,Yes,5589,1,1.27,360,1,Semiurban,0
Male,Yes,Not Graduate,No,3408,0,1.23,180,0,Rural,1
Female,Yes,Not Graduate,Yes,3895,2168,0.87,300,1,Rural,0
Male,Yes,Not Graduate,No,3439,386,1.25,180,1,Rural,1
Male,Yes,Not Graduate,No,2206,76,1.26,360,1,Rural,0
Male,Yes,Not Graduate,No,3708,726,1.24,360,1,Rural,1
Male,Yes,Not Graduate,No,2624,133,1.54,360,1,Rural,1
Male,Yes,Not Graduate,No,2138,0,0.97,180,1,Rural,0
Female,No,Graduate,No,2184,0,1.31,300,1,Urban,0
Male,Yes,Graduate,Yes,5696,206,1.01,300,1,Semiurban,0
Male,Yes,Graduate,Yes,5744,1115,1.3,360,1,Semiurban,0
Female,No,Graduate,No,2764,0,0.54,360,0,Semiurban,0
Female,No,Graduate,Yes,4156,2054,0.81,300,0,Semiurban,0
Male,No,Graduate,No,2567,2290,1.07,300,1,Semiurban,0
Male,Yes,Graduate,No,5044,0,1.94,180,1,Urban,0
Female,No,Graduate,Yes,3118,2194,0.89,300,0,Semiurban,0
Male,Yes,Graduate,No,4696,1343,1.7,300,1,Urban,1
Male,Yes,Graduate,No,5114,0,1.65,360,0,Urban,1
Female,No,Graduate,No,1311,465,0.78,180,0,Semiurban,0
Female,No,Graduate,No,1000,1985,0.94,180,0,Semiurban,1
Male,Yes,Graduate,Yes,3513,1857,1.44,360,0,Semiurban,0
Female,No,Graduate,No,3191,1739,0.89,180,0,Semiurban,1
Male,Yes,Graduate,Yes,6590,939,1.15,360,0,Semiurban,0
Male,Yes,Graduate,Yes,6106,0,1.31,360,1,Semiurban,1
Female,Yes,Not Graduate,Yes,3203,2058,1.29,180,1,Rural,0
Female,Yes,Not Graduate,Yes,1932,2622,1.12,300,1,Rural,0
Male,Yes,Not Graduate,No,3287,0,1.21,180,0,Rural,0
Female,No,Graduate,Yes,3793,1738,0.88,360,1,Semiurban,1
Male,Yes,Not Graduate,No,4274,1151,0.67,180,0,Rural,0
Male,Yes,Not Graduate,No,4680,0,1.09,180,0,Rural,1
Male,Yes,Graduate,No,5829,0,1.44,360,1,Urban,1
Male,Yes,Not Graduate,No,1678,262,1.35,180,0,Rural,1
Female,No,Graduate,No,3697,1890,0.89,180,0,Semiurban,0
Female,No,Graduate,No,1587,858,1.01,300,1,Semiurban,1
Male,Yes,Not Graduate,No,5638,876,1.13,360,1,Rural,0
Male,No,Graduate,No,4377,1650,0.5,360,1,Semiurban,1
Male,No,Graduate,No,2344,2470,0.7,360,1,Semiurban,1
Male,Yes,Not Graduate,No,4122,1085,1.02,180,1,Rural,0
Male,Yes,Not Graduate,No,6431,0,1.34,360,0,Rural,0
Male,Yes,Graduate,Yes,4017,1,1.67,360,0,Semiurban,1
Male,Yes,Graduate,No,5210,1108,1.79,300,0,Urban,0
Male,Yes,Not Graduate,No,3783,795,1.33,360,1,Rural,1
Male,Yes,Graduate,Yes,6879,0,1.26,360,0,Semiurban,1
Male,Yes,Graduate,Yes,5463,433,1.37,300,1,Semiurban,1
Male,Yes,Graduate,No,6594,0,1.16,360,0,Urban,1
Male,Yes,Not Graduate,No,2664,0,1.61,360,0,Rural,0
Female,Yes,Not Graduate,Yes,3783,1844,0.86,300,1,Rural,1
Male,Yes,Not Graduate,No,1603,233,0.95,300,0,Rural,1
Male,Yes,Not Graduate,No,2806,0,1.4,180,1,Rural,1
Male,Yes,Not Graduate,No,4954,0,0.88,180,1,Rural,0
Male,Yes,Graduate,No,5050,0,1.62,300,1,Urban,1
Male,Yes,Not Graduate,No,5030,140,1.27,300,1,Rural,0
Female,No,Graduate,No,2755,3084,1.23,300,0,Semiurban,1
Male,Yes,Graduate,No,7011,385,1.98,360,1,Urban,1
Male,Yes,Graduate,Yes,4274,19,1.28,300,0,Semiurban,1
Female,No,Graduate,No,2225,0,1.19,300,1,Urban,1
Female,No,Graduate,No,1937,3482,0.81,300,1,Semiurban,1
Male,No,Graduate,No,1892,902,0.76,300,1,Semiurban,0
Male,Yes,Not Graduate,No,4158,2066,1.13,180,0,Rural,0
Male,Yes,Not Graduate,No,3589,398,1.47,300,0,Rural,0
Female,No,Graduate,No,1848,2252,0.7,180,0,Semiurban,1
Female,Yes,Not Graduate,Yes,2701,3839,1.3,360,1,Rural,0
Female,No,Graduate,Yes,1892,2258,0.79,360,0,Semiurban,0
Male,No,Graduate,No,1075,2345,0.84,360,0,Semiurban,1
Male,Yes,Graduate,Yes,5444,721,1.63,360,1,Semiurban,1
Female,No,Graduate,No,3902,774,0.75,300,1,Semiurban,1
Female,No,Graduate,Yes,3277,1113,1.03,180,0,Semiurban,0
Male,Yes,Not Graduate,No,3459,0,1.23,360,0,Rural,1
Female,No,Graduate,No,2059,966,1.0,360,1,Urban,0
Female,Yes,Not Graduate,Yes,4114,2991,1.25,360,1,Rural,0
Male,Yes,Not Graduate,No,3576,0,1.25,180,1,Rural,1
Male,Yes,Graduate,Yes,5190,857,1.45,360,1,Semiurban,0
Male,Yes,Graduate,No,6225,0,1.33,180,0,Urban,0
Male,Yes,Not Graduate,No,2887,0,1.47,360,1,Rural,1
Male,Yes,Not Graduate,No,3638,1251,1.47,180,0,Rural,0
Male,Yes,Graduate,No,5763,0,1.99,180,0,Urban,1
Male,Yes,Graduate,No,6427,0,1.28,300,0,Urban,0
Female,No,Graduate,No,2282,1946,1.03,300,0,Urban,1
Male,Yes,Graduate,Yes,2920,0,1.22,360,1,Semiurban,0
Female,No,Graduate,No,1000,776,0.74,300,0,Semiurban,0
Male,Yes,Graduate,No,3899,0,1.64,300,1,Urban,1
Male,Yes,Not Graduate,No,1768,895,1.34,360,0,Rural,1
Male,No,Graduate,No,1000,1326,0.52,180,0,Semiurban,1
Female,No,Graduate,No,2454,562,1.12,360,0,Urban,0
Female,No,Graduate,No,2177,1738,1.19,360,1,Urban,1
Male,Yes,Not Graduate,No,5614,0,1.4,300,1,Rural,1
Male,Yes,Graduate,Yes,4535,0,1.52,360,1,Semiurban,1
Male,Yes,Not Graduate,No,4453,1045,0.96,180,1,Rural,1
Male,Yes,Graduate,No,6908,0,1.41,180,1,Urban,1
Male,No,Graduate,No,1532,2042,0.5,300,0,Semiurban,1
Male,Yes,Not Graduate,No,3075,64,1.17,300,0,Rural,0
Female,No,Graduate,Yes,2797,2134,0.88,300,1,Semiurban,1
Male,Yes,Graduate,Yes,5881,1899,1.22,180,0,Semiurban,1
Male,Yes,Graduate,Yes,6487,368,1.19,180,0,Semiurban,1
Male,Yes,Graduate,No,5641,0,1.62,180,0,Urban,0
Male,Yes,Graduate,Yes,6683,0,1.33,180,1,Semiurban,0
Female,No,Graduate,No,2811,0,1.16,360,1,Semiurban,1
Male,Yes,Not Graduate,No,2726,1915,1.25,180,0,Rural,0
Male,Yes,Not Graduate,No,4138,0,1.55,360,1,Rural,0
Male,Yes,Graduate,Yes,5970,0,1.63,360,0,Semiurban,1
Male,Yes,Graduate,No,5169,1598,1.68,300,0,Urban,1
Female,No,Graduate,Yes,4582,1301,1.38,300,0,Semiurban,1
Female,Yes,Not Graduate,Yes,2462,686,0.99,360,1,Rural,1
Male,No,Graduate,No,2990,0,0.66,300,0,Semiurban,0
Male,Yes,Not Graduate,No,3201,0,1.27,180,0,Rural,1
Male,Yes,Not Graduate,No,3743,130,1.66,300,1,Rural,1
Female,No,Graduate,No,1027,2026,1.19,300,0,Semiurban,1
Female,No,Graduate,No,1758,743,0.71,300,1,Urban,0
Male,No,Graduate,No,3560,2089,0.5,300,1,Semiurban,0
Female,No,Graduate,No,1000,736,1.01,360,0,Urban,0
Male,Yes,Graduate,Yes,5427,445,1.23,360,0,Semiurban,0
Female,No,Graduate,No,1125,1172,0.84,300,1,Semiurban,0
Male,Yes,Not Graduate,No,3005,151,1.52,180,1,Rural,1
Female,Yes,Not Graduate,Yes,2264,1345,0.83,180,0,Rural,0
Female,No,Graduate,No,1149,2264,1.0,180,1,Semiurban,1
Male,No,Graduate,No,3481,2506,0.78,300,1,Semiurban,0
Female,No,Graduate,Yes,3579,2269,0.6,360,1,Semiurban,0
Female,No,Graduate,Yes,1799,706,0.96,300,1,Semiurban,0
Male,Yes,Not Graduate,No,4495,1000,1.63,360,1,Rural,0
Female,No,Graduate,No,2465,851,0.58,360,1,Urban,0
Male,Yes,Not Graduate,No,3802,148,1.37,300,1,Rural,0
Male,Yes,Not Graduate,No,3802,0,0.85,360,1,Rural,0
Male,Yes,Not Graduate,No,5179,0,1.22,360,0,Rural,0
Female,No,Graduate,Yes,4727,344,0.94,180,0,Semiurban,1
Female,Yes,Not Graduate,Yes,2680,1796,1.1,300,0,Rural,1
Female,No,Graduate,No,1000,1169,0.93,360,1,Semiurban,0
Male,Yes,Graduate,Yes,4399,0,1.44,300,0,Semiurban,1
Male,Yes,Graduate,No,5197,0,1.68,360,1,Urban,1
Male,Yes,Graduate,No,5346,0,1.67,300,0,Urban,0
Male,Yes,Graduate,No,7122,0,1.33,300,0,Urban,1
Male,No,Graduate,No,3761,3190,0.93,180,1,Semiurban,1
Male,Yes,Not Graduate,No,3477,783,1.11,180,0,Rural,1
Male,Yes,Graduate,Yes,5774,0,1.36,180,1,Semiurban,1
Male,Yes,Not Graduate,No,5051,0,1.18,360,0,Rural,1
Female,No,Graduate,No,2142,2074,0.71,180,0,Semiurban,0
Male,Yes,Graduate,Yes,6782,629,1.4,360,0,Semiurban,0
Male,Yes,Graduate,Yes,5918,44,1.33,180,0,Semiurban,0
Female,No,Graduate,No,2402,1367,0.88,360,1,Urban,1
Male,Yes,Graduate,Yes,4905,0,1.49,180,0,Semiurban,0
Male,No,Graduate,No,1533,1551,0.73,300,0,Semiurban,1
Male,Yes,Graduate,No,5565,0,1.73,360,1,Urban,1
Female,Yes,Not Graduate,Yes,2651,2409,1.26,180,1,Rural,1
Male,Yes,Not Graduate,No,6300,579,1.5,360,1,Rural,0
Female,No,Graduate,No,1727,796,1.3,300,0,Urban,1
Male,Yes,Not Graduate,No,3473,0,1.2,300,0,Rural,1
Female,No,Graduate,No,1000,644,0.63,180,1,Semiurban,0
Male,Yes,Graduate,No,6401,0,1.52,300,0,Urban,1
Male,Yes,Not Graduate,No,3223,0,1.09,300,1,Rural,1
Male,Yes,Graduate,No,6120,237,1.54,360,0,Urban,0
Male,Yes,Graduate,No,5885,0,1.83,360,0,Urban,0
Female,No,Graduate,No,1089,0,1.02,300,0,Urban,0
Male,Yes,Graduate,No,6172,0,1.72,180,1,Urban,1
Male,Yes,Not Graduate,No,4955,0,1.36,300,1,Rural,0
Female,No,Graduate,Yes,2732,1370,1.09,180,1,Semiurban,0
Female,No,Graduate,Yes,5064,1040,1.41,360,1,Semiurban,0
Female,Yes,Not Graduate,Yes,3558,3331,1.01,300,0,Rural,0
Female,No,Graduate,No,2039,2092,1.14,180,1,Semiurban,0
Female,No,Graduate,No,3430,2771,1.24,180,1,Semiurban,1
Male,Yes,Graduate,Yes,3617,0,1.5,300,0,Semiurban,1
Male,Yes,Not Graduate,No,2887,182,1.24,300,0,Rural,0
Male,Yes,Graduate,No,4701,1345,1.49,360,1,Urban,1
Male,No,Graduate,No,1316,3241,0.64,180,1,Semiurban,0
Female,Yes,Not Graduate,Yes,2239,1907,0.95,180,1,Rural,0
Female,Yes,Not Graduate,Yes,3003,1664,0.88,180,0,Rural,0
Male,Yes,Graduate,Yes,3486,919,0.91,180,0,Semiurban,0
Male,No,Graduate,No,2486,2291,0.63,180,0,Semiurban,1
Male,Yes,Not Graduate,No,3067,37,1.4,180,0,Rural,0
Male,Yes,Graduate,Yes,5637,220,1.39,300,1,Semiurban,1
Male,Yes,Not Graduate,No,1000,0,0.75,360,0,Rural,1
Male,Yes,Not Graduate,No,3795,615,1.26,300,0,Rural,0
Male,Yes,Graduate,No,3133,0,1.38,180,1,Urban,0
Female,No,Graduate,Yes,2840,506,0.91,300,0,Semiurban,0
Male,Yes,Not Graduate,No,4515,1033,1.16,180,1,Rural,0
Female,No,Graduate,No,1431,1524,1.1,360,1,Urban,1
Female,No,Graduate,Yes,4160,609,1.49,300,1,Semiurban,0
Male,Yes,Graduate,No,5939,676,1.39,180,1,Urban,0
Female,Yes,Not Graduate,Yes,3000,3503,0.88,300,0,Rural,1
Male,Yes,Not Graduate,No,4470,0,0.96,300,0,Rural,1
Male,Yes,Graduate,Yes,4428,732,1.26,360,1,Semiurban,1
Female,No,Graduate,Yes,2425,0,0.93,180,0,Semiurban,0
Female,Yes,Not Graduate,Yes,2708,2010,0.96,300,1,Rural,0
Female,No,Graduate,Yes,3791,1078,1.22,300,0,Semiurban,0
Female,No,Graduate,No,1000,2160,0.9,180,0,Semiurban,1
Male,Yes,Not Graduate,No,3646,0,1.58,300,1,Rural,0
Female,Yes,Not Graduate,Yes,2705,2538,1.38,360,0,Rural,1
Male,Yes,Not Graduate,No,4273,0,1.02,180,0,Rural,0
Female,No,Graduate,No,1005,1303,0.88,180,1,Urban,0
Male,No,Graduate,No,4596,1890,0.71,360,0,Semiurban,1
Female,No,Graduate,No,2760,1596,0.98,300,1,Semiurban,0
Male,Yes,Not Graduate,No,5372,357,1.02,180,1,Rural,0
Male,Yes,Graduate,No,5352,0,1.66,360,1,Urban,0
Female,No,Graduate,Yes,2226,1486,0.75,180,1,Semiurban,1
Male,Yes,Graduate,Yes,6224,1249,1.44,300,1,Semiurban,1
Female,Yes,Not Graduate,Yes,1548,3580,1.28,180,1,Rural,1
Male,Yes,Graduate,No,5016,0,1.5,300,0,Urban,1
Male,No,Graduate,No,3361,1985,0.74,300,0,Semiurban,0
Male,No,Graduate,No,2504,1702,0.5,360,1,Semiurban,0
Female,Yes,Not Graduate,Yes,3017,2267,1.42,360,1,Rural,0
Female,No,Graduate,No,2572,2788,0.89,180,1,Semiurban,1
Female,Yes,Not Graduate,Yes,2154,2258,1.4,360,0,Rural,0
Female,No,Graduate,No,1000,1974,1.21,180,1,Urban,0
Female,No,Graduate,No,1000,1731,0.57,300,0,Semiurban,1
Male,Yes,Graduate,No,4833,638,1.4,300,1,Urban,0
Female,Yes,Not Graduate,Yes,1925,1031,0.94,300,0,Rural,1
Male,Yes,Not Graduate,No,2664,1375,1.5,180,0,Rural,0
Male,Yes,Graduate,No,7878,0,1.3,300,1,Urban,0
Male,Yes,Not Graduate,No,2302,0,1.48,360,0,Rural,0
Male,Yes,Not Graduate,No,3812,929,0.99,300,1,Rural,1
Male,Yes,Graduate,No,5656,155,1.09,300,0,Urban,1
Male,Yes,Not Graduate,No,4758,0,1.13,180,1,Rural,0
Male,No,Graduate,No,1000,667,0.74,300,0,Semiurban,0
Male,Yes,Not Graduate,No,2058,0,1.21,180,1,Rural,1
Female,No,Graduate,No,1664,1678,0.95,180,0,Urban,1
Male,Yes,Not Graduate,No,3691,485,1.11,360,0,Rural,1
Male,Yes,Graduate,No,6568,0,1.78,180,1,Urban,1
Female,No,Graduate,No,1231,1603,1.18,180,1,Semiurban,1
Female,No,Graduate,No,2070,1048,1.03,300,0,Urban,1
Male,No,Graduate,No,1670,1709,0.8,180,1,Semiurban,1
Female,Yes,Not Graduate,Yes,1000,2417,1.14,360,0,Rural,1
Female,No,Graduate,No,1877,62,0.84,360,1,Semiurban,1
Female,No,Graduate,No,1000,1466,0.98,300,1,Semiurban,0
Female,No,Graduate,No,1730,1976,1.26,300,0,Semiurban,0
Male,Yes,Not Graduate,No,3728,0,1.16,180,1,Rural,0
Female,No,Graduate,No,1859,1073,0.7,180,0,Semiurban,1
Male,Yes,Not Graduate,No,2574,0,1.72,300,1,Rural,0
Male,Yes,Not Graduate,No,4106,134,1.19,180,1,Rural,0
Male,Yes,Not Graduate,No,4114,149,1.61,180,0,Rural,0
Male,Yes,Not Graduate,No,3136,1046,1.14,360,1,Rural,0
Female,No,Graduate,No,1504,617,0.84,180,1,Urban,0
Female,No,Graduate,No,1000,17,1.44,360,0,Urban,0
Male,Yes,Graduate,No,6703,0,1.51,360,1,Urban,0
Male,Yes,Not Graduate,No,3580,977,1.11,180,0,Rural,0
Female,No,Graduate,No,3323,771,1.55,180,0,Semiurban,1
Male,No,Graduate,No,1548,2987,0.67,300,0,Semiurban,0
Male,Yes,Not Graduate,No,4618,0,1.71,360,0,Rural,0
Female,Yes,Not Graduate,Yes,3447,1326,1.05,180,1,Rural,0
Male,No,Graduate,No,1637,1965,0.83,360,0,Semiurban,1
Female,No,Graduate,No,1435,3163,0.95,300,0,Urban,0
Female,No,Graduate,No,1688,687,1.1,360,1,Semiurban,1
Male,Yes,Not Graduate,No,2290,0,1.2,180,1,Rural,0
Male,Yes,Graduate,No,5445,415,1.6,180,0,Urban,0
Male,Yes,Graduate,Yes,4252,887,1.6,300,0,Semiurban,0
Female,No,Graduate,Yes,2818,1346,1.05,360,1,Semiurban,1
Male,Yes,Not Graduate,No,3755,342,1.25,300,0,Rural,0
Male,No,Graduate,No,1000,1907,0.77,300,0,Semiurban,0
Male,Yes,Graduate,No,5229,566,1.66,360,0,Urban,0
Female,No,Graduate,No,1102,1040,1.27,180,1,Urban,1
Male,No,Graduate,No,4658,1236,0.82,360,1,Semiurban,0
Male,Yes,Graduate,No,5292,0,1.4,360,0,Urban,1
Female,No,Graduate,No,1459,1798,1.0,180,1,Semiurban,0
Female,No,Graduate,No,3100,2243,1.15,180,0,Semiurban,0
Male,Yes,Not Graduate,No,2701,211,0.99,300,0,Rural,1
Female,No,Graduate,Yes,2833,579,1.25,360,0,Semiurban,1
Male,Yes,Graduate,Yes,5195,389,1.3,360,0,Semiurban,1
Male,Yes,Not Graduate,No,4749,49,0.94,360,1,Rural,1
Female,Yes,Not Graduate,Yes,2543,2011,0.82,300,1,Rural,0
Female,Yes,Not Graduate,Yes,1000,2638,1.05,300,0,Rural,0
Male,Yes,Graduate,No,6036,1438,1.36,180,1,Urban,1
Female,No,Graduate,No,3399,2250,0.84,300,1,Semiurban,1
Female,No,Graduate,Yes,3537,124,1.01,360,0,Semiurban,0
Male,Yes,Graduate,Yes,3545,0,1.45,180,0,Semiurban,1
Male,Yes,Not Graduate,No,2305,883,1.17,180,1,Rural,1
Male,Yes,Not Graduate,No,3505,162,1.21,360,1,Rural,0
Male,No,Graduate,No,2539,3647,0.68,180,0,Semiurban,0
Male,No,Graduate,No,3601,2555,0.83,300,0,Semiurban,0
Female,No,Graduate,No,1487,612,0.9,360,0,Urban,0
Female,No,Graduate,No,1296,1856,0.96,180,1,Semiurban,1
Male,Yes,Graduate,Yes,4441,0,1.58,180,1,Semiurban,1
Female,Yes,Not Graduate,Yes,2978,1363,1.01,180,1,Rural,1
Male,Yes,Not Graduate,No,2895,0,0.85,300,1,Rural,0
Male,Yes,Not Graduate,No,3349,449,1.15,300,1,Rural,0
Female,No,Graduate,Yes,1595,438,1.22,360,1,Semiurban,1
Male,Yes,Not Graduate,No,3795,0,1.2,180,0,Rural,0
Male,Yes,Graduate,No,6605,944,1.88,180,0,Urban,0
Female,Yes,Not Graduate,Yes,2336,1553,1.11,180,0,Rural,0
Male,No,Graduate,No,2891,1532,1.13,180,0,Semiurban,1
Male,Yes,Graduate,No,5345,500,1.66,360,0,Urban,0
Male,Yes,Graduate,No,5170,273,1.71,300,1,Urban,1
Male,Yes,Not Graduate,No,4362,0,1.39,180,1,Rural,0
Female,No,Graduate,No,1126,1311,1.01,300,0,Urban,0
Female,No,Graduate,Yes,1057,1550,1.1,300,0,Semiurban,0
Female,No,Graduate,Yes,2259,2428,0.91,300,0,Semiurban,1
Male,No,Graduate,No,1537,2379,0.62,180,1,Semiurban,0
Female,No,Graduate,No,3597,1055,0.91,300,1,Urban,0
Female,No,Graduate,No,2005,918,1.04,300,0,Urban,0
Female,No,Graduate,No,1087,0,1.04,180,0,Urban,0
Male,Yes,Not Graduate,No,5515,0,1.02,180,0,Rural,0
Male,Yes,Not Graduate,No,3322,0,1.28,180,1,Rural,1
Female,No,Graduate,Yes,3445,1423,0.97,300,0,Semiurban,0
Male,Yes,Not Graduate,No,2312,0,1.6,180,0,Rural,1
Female,No,Graduate,No,2354,1408,1.18,300,1,Semiurban,1
Male,Yes,Graduate,Yes,7334,0,1.79,360,1,Semiurban,1
Male,Yes,Graduate,No,6021,1235,1.32,300,1,Urban,0
Male,Yes,Not Graduate,No,5678,0,1.34,180,0,Rural,1
Male,Yes,Graduate,No,6151,0,1.93,180,0,Urban,1
Male,Yes,Not Graduate,No,1908,88,1.54,180,0,Rural,1
Female,No,Graduate,No,1953,2902,0.92,300,1,Semiurban,1
Male,Yes,Not Graduate,No,4081,418,1.23,300,1,Rural,0
Male,Yes,Graduate,Yes,5570,821,1.14,180,0,Semiurban,0
Female,No,Graduate,No,1830,575,0.8,180,0,Semiurban,1
Male,Yes,Not Graduate,No,4664,0,1.33,300,0,Rural,1
Male,Yes,Not Graduate,No,4026,0,1.06,180,1,Rural,0
Male,Yes,Graduate,No,5300,0,1.83,360,1,Urban,1
Male,Yes,Not Graduate,No,4206,0,0.96,300,1,Rural,0
Female,No,Graduate,No,1052,2466,1.01,360,1,Semiurban,0
Male,Yes,Graduate,No,3353,0,1.59,300,0,Urban,0
Male,Yes,Graduate,No,5582,0,1.87,180,0,Urban,0
Male,Yes,Graduate,No,6183,1041,1.61,180,1,Urban,1
Female,No,Graduate,No,1526,927,1.25,180,1,Urban,1
Male,No,Graduate,No,3518,1296,0.72,180,1,Semiurban,0
Male,Yes,Graduate,No,4237,0,1.49,300,0,Urban,1
Female,No,Graduate,No,1841,2408,0.97,300,1,Semiurban,1
Male,Yes,Graduate,No,5059,0,1.76,300,0,Urban,0
Female,No,Graduate,No,1510,2331,1.01,360,0,Semiurban,1
Male,Yes,Graduate,No,5715,0,1.86,180,1,Urban,1
Female,Yes,Not Graduate,Yes,2958,1474,1.1,180,1,Rural,0
Female,No,Graduate,No,2956,1818,0.6,360,0,Semiurban,0
Male,Yes,Graduate,Yes,5062,0,1.51,360,0,Semiurban,0
Female,No,Graduate,No,1544,1499,1.05,360,1,Urban,1
Male,Yes,Not Graduate,No,2101,887,1.31,180,0,Rural,0
Female,No,Graduate,Yes,3734,2379,0.81,360,1,Semiurban,1
Female,No,Graduate,No,1864,601,0.77,360,0,Urban,1
Male,Yes,Graduate,No,6374,529,1.72,180,1,Urban,0
Male,Yes,Graduate,Yes,4827,0,1.67,300,0,Semiurban,1
Male,No,Graduate,No,2133,2680,0.65,180,1,Semiurban,0
Male,Yes,Not Graduate,No,2365,0,1.34,180,0,Rural,1
Female,Yes,Not Graduate,Yes,3805,1447,1.53,300,1,Rural,0
Male,Yes,Graduate,No,4967,515,1.48,300,0,Urban,1
Male,Yes,Not Graduate,No,2973,0,1.2,360,0,Rural,1
Male,Yes,Graduate,No,7733,1026,1.63,300,0,Urban,0
Male,Yes,Not Graduate,No,3141,475,1.07,180,0,Rural,0
Female,No,Graduate,No,1110,209,1.12,300,1,Urban,0
Female,No,Graduate,No,2933,2503,0.99,300,0,Semiurban,1
Female,No,Graduate,Yes,4039,1270,0.88,300,0,Semiurban,0
Male,No,Graduate,No,2792,2028,0.59,360,0,Semiurban,1
Male,No,Graduate,No,3502,1417,0.66,300,1,Semiurban,0
Male,Yes,Graduate,No,4734,370,1.95,360,1,Urban,1
Male,No,Graduate,No,2573,979,1.23,360,0,Semiurban,0
Male,Yes,Graduate,Yes,5652,8,1.64,360,0,Semiurban,0
Male,Yes,Graduate,No,5914,960,1.63,360,1,Urban,1
Male,Yes,Graduate,Yes,3884,0,1.3,300,1,Semiurban,0
Female,No,Graduate,No,1588,874,0.67,300,1,Semiurban,0
Male,Yes,Graduate,No,6191,1129,1.89,360,0,Urban,0
Male,Yes,Not Graduate,No,2951,0,1.06,360,0,Rural,1
Male,Yes,Graduate,No,3918,156,1.58,360,1,Urban,0
Female,Yes,Not Graduate,Yes,3896,1998,0.95,360,0,Rural,1
Male,Yes,Graduate,No,6613,1260,1.53,180,0,Urban,1
Male,Yes,Graduate,Yes,3720,943,1.53,360,0,Semiurban,0
Male,Yes,Graduate,No,5717,465,1.82,300,1,Urban,1
Male,Yes,Graduate,No,6374,607,1.77,180,0,Urban,0
Male,Yes,Not Graduate,No,3464,0,1.36,300,0,Rural,1
Male,Yes,Graduate,Yes,6276,286,1.39,300,1,Semiurban,0
Female,No,Graduate,No,4020,995,0.81,300,1,Semiurban,0
Male,Yes,Not Graduate,No,3793,0,1.25,360,0,Rural,0
Male,Yes,Graduate,No,4726,334,1.61,300,0,Urban,0
